,Toppling Goliath Kentucky Brunch,Westvleteren 12 (XII),Toppling Goliath Mornin' Delight,Cigar City Hunahpu's Imperial Stout - Double Barrel Aged,Three Floyds Dark Lord Russian Imperial Stout - Bourbon Barrel Aged,Russian River Pliny the Younger,AleSmith Speedway Stout - Bourbon Barrel Aged,Three Floyds Dark Lord Russian Imperial Stout - Bourbon Vanilla Bean,Bell's Black Note Stout,Founders CBS (Canadian Breakfast Stout),AleSmith Speedway Stout - Bourbon Barrel Aged: Vietnamese Coffee,Rochefort Trappistes 10,AleSmith Speedway Stout,Hill Farmstead Ann,Cigar City Hunahpu's Imperial Stout,Bell's Expedition Stout,Founders KBS (Kentucky Breakfast Stout),Three Floyds Dark Lord Russian Imperial Stout,Russian River Pliny the Elder,Funky Buddha Morning Wood,Perennial Abraxas - Barrel Aged,Goose Island Bourbon County Stout,Cigar City Hunahpu's Imperial Stout - Bourbon Barrel Aged,Szałpiw Buba Extreme Jack Daniels BA,Alchemist Heady Topper,Mikkeller Beer Geek Vanilla Shake (Bourbon Edition),Goose Island Bourbon County Stout - Coffee,Three Floyds Dreadnaught Imperial IPA,Toppling Goliath Assassin,Hill Farmstead Aaron,Mikkeller Beer Geek Brunch Weasel,Prairie / Evil Twin Bible Belt - Barrel Aged,Bell's Bourbon Barrel-Aged Expedition Stout,Cycle Trademark Dispute (Yellow),Firestone Walker Parabola,Funky Buddha Last Buffalo in the Park,Evil Twin Double Barrel Jesus,Omnipollo / Siren / David Strachan Lorelei - Barrel Aged Extra Maple,Funky Buddha Wide Awake It's Morning,AleSmith Speedway Stout - Vietnamese Coffee,Surly Darkness,Cycle Trademark Dispute (Green),Westvleteren Extra 8,Deschutes The Abyss,Hill Farmstead Abner,Stone Imperial Russian Stout - Bourbon Barrel,Toppling Goliath King Sue,Hair of the Dog Matt,Bell's Hopslam,Närke Kaggen Stormaktsporter Börb'nåhallon
647,,4.4,,,,4.7,4.5,,4.1,5,,4.4,4.6,,3.8,4.7,3.3,4.6,4,,,4.7,,,4,,3.7,4.7,,,4.2,,,,4.3,,,,,,4.5,,4.2,4.2,,,,,4.9,
648,,4.7,,,,3.8,4.4,,4.2,4.7,,4.9,4.3,,3.4,4.7,4.2,4.5,4.7,,,3.4,,,4.2,,3.9,4,,,4.1,,,,4.8,,,,,,4.4,,4.3,4.1,,,,,5,
649,,4.4,,,,4.5,4.1,,3.9,4.5,,4.4,3.7,,4.5,4.2,4.5,4.6,4.2,,,5,,,4.7,,4,4.4,,,4.3,,,,4.2,,,,,,4.4,,3.8,4.1,,,,,3.8,
650,,4.4,,,,4.6,4.1,,4,4.6,,4.4,3.7,,4.5,4.4,4.6,4.5,4.1,,,4.7,,,3.7,,3.5,4.3,,,4.3,,,,4.8,,,,,,4.4,,3.4,4.1,,,,,4.6,
651,,4.3,,,,4.7,4.3,,4.3,4.3,,4.4,4.2,,4.8,4.4,4.3,4.8,4.3,,,3.4,,,5,,4.1,4.2,,,4,,,,4.6,,,,,,4.3,,4.5,4.2,,,,,4.4,
652,,2.9,,,,4.6,3.8,,4.2,4.3,,4.7,4.3,,4,3.1,4.1,3.9,4.4,,,4.5,,,4.3,,4.2,4.1,,,4.1,,,,4.4,,,,,,3.6,,4.3,4,,,,,4.5,
653,,3.3,,,,4.7,4.6,,4.7,4.5,,4.2,4.4,,4.2,3.1,4.4,4.4,3.6,,,4.6,,,4.7,,4.3,4.3,,,4.1,,,,4.3,,,,,,4.1,,4.6,4.3,,,,,4,
654,,3.7,,,,4.7,4.6,,4.6,3.8,,5,4.4,,4.4,4.2,4.5,4.4,4.5,,,4.5,,,4.5,,4.3,4.2,,,4.2,,,,4.2,,,,,,4.1,,3.8,4.1,,,,,4.2,
655,,5,,,,4.7,3.3,,4.3,4,,4,4.7,,4.1,4.7,4.3,2.4,4.5,,,3.9,,,4.5,,4.8,4.5,,,4.4,,,,4.7,,,,,,4.1,,4.7,4.4,,,,,4.3,
656,,5,,,,4.5,4.6,,3.8,4.6,,4.5,4.3,,4.5,4.4,4.4,4.4,3.9,,,4.8,,,4.4,,2.9,4.1,,,4.5,,,,4.4,,,,,,4.3,,5,4,,,,,4,
657,,4.8,,,,3.8,4.6,,4.1,4.4,,4.4,3.3,,4.4,4.1,4.1,4.5,4.4,,,4.2,,,5,,4.1,4.3,,,3.9,,,,4.2,,,,,,3.9,,3.9,4.5,,,,,3.4,
658,,5,,,,4.2,4.1,,4.3,4.1,,4.2,4.2,,3.9,4,4.3,4,4.3,,,4.6,,,4.5,,4.5,4.6,,,4.5,,,,4.2,,,,,,3.5,,4.4,4.3,,,,,4.8,
659,,5,,,,4.8,4.7,,4.7,4.2,,4.6,4.4,,4.1,4.7,4.5,4,5,,,4.8,,,4.8,,4.4,4.5,,,4.4,,,,4.4,,,,,,4.1,,4,4.2,,,,,4.1,
660,,4,,,,4.4,4.7,,4.3,4.2,,3.9,4.5,,4.2,4.8,4.5,4.3,4,,,4.7,,,3.8,,4.1,4.2,,,4.5,,,,3.2,,,,,,4.1,,4.3,4.7,,,,,4.9,
661,,3.6,,,,4.6,4.5,,4.2,4.6,,4,4.4,,3.9,4.4,3.9,4.7,4,,,4.9,,,4.9,,3.7,4.1,,,4.1,,,,4.1,,,,,,4.2,,3.9,4,,,,,4.2,
662,,4.9,,,,4.1,4.4,,4.6,4.5,,4.9,4.5,,4.5,4.2,4.9,4.5,4.9,,,4.3,,,4.9,,4.7,4.5,,,4.2,,,,4.2,,,,,,3.7,,4.2,4,,,,,4.2,
663,,4.6,,,,4.4,4.5,,4.1,4.4,,3.7,3.8,,4.6,4.4,4.2,4,4.9,,,4.6,,,5,,3.2,4.4,,,4.5,,,,4.3,,,,,,4.3,,4.4,4.2,,,,,4.3,
664,,4.7,,,,3.8,4.6,,4.1,4.5,,5,5,,4.5,4.2,4.3,4.6,5,,,4.4,,,4.6,,4.1,3.9,,,4.2,,,,3.9,,,,,,3.9,,4.2,4.1,,,,,4.1,
665,,5,,,,4,3.7,,4.3,4.2,,4.4,4.1,,4.2,4.5,3.9,3.8,3.9,,,4.7,,,4.6,,4.2,4.4,,,4.4,,,,4.3,,,,,,3.8,,4.1,4.2,,,,,4.8,
666,,4.3,,,,4.6,4.5,,4.4,4.7,,4.2,4.5,,3.7,4,4.1,4.5,4,,,4.8,,,5,,4.4,4.3,,,4.6,,,,4.8,,,,,,4.3,,4.2,4.3,,,,,4.1,
667,,4.9,,,,4,4.1,,4.4,4.5,,4.1,4.6,,3.7,3.8,3.2,2.8,4.3,,,4.4,,,4.5,,3.9,4.6,,,4.9,,,,3.9,,,,,,3.7,,4.2,4.3,,,,,4.4,
668,,4.5,,,,4.5,4.2,,4.1,4.1,,4,4.5,,4,3.3,4.6,4,4.3,,,4.9,,,3.7,,4.3,4.4,,,4.2,,,,4.4,,,,,,3.6,,4.5,3.8,,,,,4.6,
669,,5,,,,4.6,4.3,,3.6,4.1,,4.4,4.7,,4.2,4.2,4.7,4.8,4.2,,,4.6,,,4,,4.4,4.3,,,4.2,,,,4.3,,,,,,4.3,,4.2,4.5,,,,,3.9,
670,,5,,,,4.5,3.7,,4.4,4.9,,4.5,4.4,,4.8,4.4,4.5,4.5,4.1,,,4.5,,,4.3,,3.9,4.6,,,4.6,,,,4.2,,,,,,4.4,,4.4,4.9,,,,,4.5,
671,,4.7,,,,4.8,3.2,,4.2,4.7,,2.9,4.4,,4.5,4.4,4.1,3.6,4.3,,,4.4,,,3.3,,4.7,4.4,,,4.5,,,,4.1,,,,,,3.7,,3.8,4,,,,,4.3,
672,,4.8,,,,4.3,3.5,,4.6,3.7,,4.5,5,,4,4.1,4.4,4.2,4.6,,,4.9,,,4.5,,4.2,3.9,,,4.3,,,,4.4,,,,,,3.8,,4.5,4,,,,,4.8,
673,,4.5,,,,4.3,3.9,,4.6,3.7,,4.2,4.1,,4.4,3.8,4.4,4.3,4.1,,,4.7,,,4.3,,4.3,4.1,,,4.3,,,,4.4,,,,,,4.5,,4.6,3.4,,,,,3.6,
674,,4.9,,,,3.8,3.9,,4.7,4.7,,4.1,4.7,,3.2,4.2,4.9,3.5,4.6,,,4,,,4.6,,4.5,4.6,,,4.2,,,,4.1,,,,,,4.5,,4.4,3.7,,,,,4.6,
675,,4.6,,,,4.2,4.4,,3.2,4.5,,4.5,4.7,,4.4,4.1,1.6,4.4,4.5,,,4.2,,,4,,4.2,3.5,,,4.4,,,,4.6,,,,,,3.7,,3.7,4.8,,,,,4.1,
676,,4.6,,,,4.3,4.1,,4.2,4.1,,4.2,4.3,,4.3,4.6,3.7,4,4.9,,,5,,,5,,4.7,4.2,,,4.1,,,,4.4,,,,,,4.1,,4.3,4.2,,,,,3.8,
677,,4.3,,,,4.1,4.7,,4.4,4.5,,5,4.7,,4.3,4.4,4.4,4.1,4.7,,,4.3,,,4.2,,4.1,3.6,,,5,,,,4.2,,,,,,3.9,,4.1,4.6,,,,,3.9,
678,,4.5,,,,5,4.4,,4.2,4.6,,4.9,4.3,,4.3,4.6,3.8,3.7,4.4,,,4.9,,,5,,5,4.7,,,4.1,,,,4.5,,,,,,4.3,,4,4.1,,,,,2.1,
679,,4,,,,3.4,4,,4.9,4.8,,4.3,4.1,,4.7,4.6,5,4.3,4.6,,,3.8,,,4.8,,4,4.4,,,4.3,,,,4.5,,,,,,4.1,,4.1,4.7,,,,,4.7,
680,,4.3,,,,4.5,4,,4.2,4.4,,3.9,4.3,,4.4,3.8,4.2,3.8,4.3,,,4.6,,,4.3,,4.3,4.2,,,3.9,,,,3.8,,,,,,4.2,,4.3,4.2,,,,,3.9,
681,,3.8,,,,4.9,4.9,,4.1,4.5,,4,3.9,,4.1,3.9,4.2,4.2,4.3,,,3.7,,,4.7,,4.4,4.7,,,4.7,,,,4.1,,,,,,4,,3.9,3.8,,,,,4.1,
682,,4.5,,,,4.4,4.1,,4.2,4.4,,3.7,4.6,,4.8,4.3,4.8,4.4,4,,,4.1,,,5,,4.2,4.5,,,4.1,,,,4.6,,,,,,4,,4.3,4.2,,,,,4.1,
683,,4.2,,,,4,5,,3.9,4,,4.2,4.8,,4.3,4.1,5,4.4,4.2,,,4.2,,,4.6,,4.3,4.1,,,4.5,,,,3.9,,,,,,3.7,,4.2,4.1,,,,,5,
684,,4.9,,,,4,3.6,,4.3,4.8,,3.9,4.2,,4.7,4,4.2,4.4,4.6,,,4.4,,,4.4,,4.3,4.1,,,4.8,,,,4.2,,,,,,3.6,,3.9,4.6,,,,,4.8,
685,,4.7,,,,4.1,4.1,,4.4,4.9,,4,4.8,,4.5,4.4,4.4,4.6,5,,,4.3,,,4.3,,4.2,4.3,,,4.2,,,,4.3,,,,,,4.5,,4.6,4.1,,,,,4.8,
686,,4.3,,,,4.9,4.2,,3.7,4.3,,4.9,4.3,,4.2,4.2,4.3,4.5,4.6,,,4.1,,,4.7,,4,5,,,4,,,,4.2,,,,,,4.3,,4.5,4.6,,,,,3.6,
687,,4.5,,,,4.2,2.8,,4.4,4.4,,3.9,4.8,,4.1,4.3,2.9,4.1,3.6,,,4.5,,,4.5,,4.2,4.3,,,4.3,,,,3.7,,,,,,4.4,,4.1,4.2,,,,,4.3,
688,,4.9,,,,4.3,4.4,,4.2,5,,4.6,2.9,,4.4,4.6,4.7,4.3,4.3,,,4.9,,,5,,4.1,3,,,4.3,,,,4.6,,,,,,4.5,,4.2,5,,,,,4.4,
689,,5,,,,4,4.1,,4.2,4.9,,4.6,4.1,,3.9,5,4.5,4.6,4.1,,,3.8,,,4.2,,4.3,3.9,,,4,,,,4.5,,,,,,4.4,,4.2,4.2,,,,,4.4,
690,,4.8,,,,4.4,4.2,,4.1,3.9,,4.2,3.8,,5,3.7,4.2,3.9,4.8,,,4.8,,,4.1,,4.3,4.2,,,3.5,,,,4.3,,,,,,3.9,,3.1,4.6,,,,,4.1,
691,,5,,,,4.2,4.8,,4.4,4.4,,3.9,4,,4.3,4.8,4.2,4,4.3,,,4.6,,,3.6,,4.1,4.4,,,4.5,,,,4.2,,,,,,4.2,,4.5,4.7,,,,,4.3,
692,,4.6,,,,4.3,4.9,,3.4,4.8,,4.5,4.2,,3.9,4.1,3.4,4.7,4.9,,,4.5,,,4.6,,4.7,4,,,4.2,,,,3.9,,,,,,4.1,,4.1,4.7,,,,,4.5,
693,,4.8,,,,4.2,3.9,,4.2,4.6,,4.2,3.8,,4.4,3.7,4.4,3.2,4.4,,,4.7,,,2.8,,3.9,3.9,,,4.5,,,,4,,,,,,4.4,,3.6,4.4,,,,,3.8,
694,,4.5,,,,4.4,4.4,,4.2,4.5,,4.6,4.3,,3.8,4.4,4.2,4.5,4.5,,,4.5,,,4.1,,4,4.8,,,4.6,,,,4.1,,,,,,4.8,,4.2,4.2,,,,,3.4,
695,,4.4,,,,4.5,4.1,,5,4.5,,4.7,4.3,,4,5,4.3,4.2,3.7,,,4.4,,,3.4,,4.8,4,,,4,,,,4.1,,,,,,3.3,,4.2,4.4,,,,,5,
696,,4.5,,,,4.3,4.3,,4.6,4.1,,4.7,4.7,,4.2,4.2,4.1,4.6,4.4,,,4.9,,,4.5,,4.2,4.3,,,3.9,,,,4.6,,,,,,4.5,,4.1,4,,,,,4.2,
697,,5,,,,4.5,4.3,,5,4.2,,4.1,4.2,,4.1,4,4,4.2,4.8,,,4.2,,,4.2,,4,4.3,,,4.3,,,,4.1,,,,,,3.5,,4.9,4.4,,,,,4.2,
698,,4.2,,,,4.3,4.4,,3.7,4.4,,4.7,4.7,,4.2,4.6,4.7,4.6,4.3,,,4.2,,,4.6,,4.4,4.3,,,4.3,,,,4.7,,,,,,3.4,,4.4,3.9,,,,,4,
699,,4.5,,,,4.1,3.8,,3.9,2.9,,4.5,4.3,,4.6,4.7,4.3,4.8,4.2,,,3.9,,,4.4,,4.3,4.1,,,4.3,,,,4.6,,,,,,3.8,,4.1,4.9,,,,,2.8,
700,,5,,,,4.5,4.6,,4.4,3.2,,4.5,4.3,,4.4,4.2,4.2,3.8,4.2,,,4.4,,,4.8,,4.2,4.1,,,4.8,,,,3.9,,,,,,4.1,,4.5,4.4,,,,,3.6,
701,,4.4,,,,4.2,4.1,,4.3,4.9,,3.6,4.1,,4.3,4.4,4,4.4,4.7,,,4.7,,,3.9,,3.4,4.3,,,4.3,,,,5,,,,,,4.2,,3.4,4.5,,,,,3.6,
702,,4.2,,,,3.9,4,,4.4,4.3,,4.3,4.1,,4.3,3.7,4,3.6,3.8,,,4.7,,,4.7,,4.2,4.8,,,3.8,,,,4.2,,,,,,4.3,,4.6,4.5,,,,,4.3,
703,,4.9,,,,4.8,3.8,,4.2,4.7,,4,4.8,,4.4,4.3,4.2,3.7,2.4,,,4.8,,,4.7,,4.8,4.1,,,4.5,,,,4.5,,,,,,4.4,,4.8,4,,,,,4.9,
704,,4.5,,,,4,4.3,,4.9,4.3,,4.1,4.1,,4.2,3.8,4.5,4.3,4.7,,,3.3,,,5,,4,4,,,3.9,,,,4.4,,,,,,4.2,,3.6,4.1,,,,,4.7,
705,,4.4,,,,4.2,4.7,,4.5,4.5,,4.3,3.4,,4.8,4.3,4.2,4.2,4.6,,,4.8,,,5,,4.2,4.5,,,4.3,,,,4.2,,,,,,4.4,,4.8,4.1,,,,,4.3,
706,,4.2,,,,4.3,4,,4.4,4.9,,5,3.6,,4.5,5,4.7,4.8,4.2,,,4.4,,,3.6,,4.2,4.8,,,3.9,,,,4.8,,,,,,4,,4.1,3.7,,,,,4.1,
707,,4.7,,,,3.8,4.1,,4.2,4,,4.8,3.8,,4.6,4.8,4.1,4.6,4.5,,,4.4,,,4,,4.5,5,,,4.9,,,,4.3,,,,,,3.7,,4.3,4.3,,,,,4.7,
708,,4.8,,,,4.2,4.3,,4.3,4.9,,4.2,4.3,,4.6,4.3,4,3.9,4.5,,,4.4,,,4.6,,4.1,4.2,,,4.5,,,,4.1,,,,,,3.4,,4.4,4,,,,,5,
709,,4.6,,,,4.2,4.8,,4.4,4.7,,4.4,4.3,,4.2,3.5,4.7,4.6,4.5,,,4,,,4.3,,3.2,3.5,,,4.4,,,,4.7,,,,,,4.4,,3.9,4.1,,,,,3.4,
710,,5,,,,3.9,4.9,,3.4,4.8,,4.7,4.2,,4.3,4.3,4,4.6,3.8,,,4.8,,,4.7,,4.2,4.5,,,4.7,,,,4.7,,,,,,4.1,,4.1,4.7,,,,,4,
711,,4.3,,,,4,4.6,,4.5,4.3,,3.7,3.9,,4.3,4.8,4.4,4.1,4.6,,,4.9,,,5,,4.2,4.2,,,4.7,,,,4.4,,,,,,4.1,,4,4.4,,,,,4.9,
712,,5,,,,4.1,4.4,,4.6,4.5,,4.3,4.9,,4.3,3.8,4.7,4.6,4.6,,,5,,,4,,4.2,4.1,,,4.7,,,,4.2,,,,,,4.1,,4.2,4.5,,,,,4.9,
713,,4.9,,,,4.8,4.1,,4.1,4.6,,4.4,4.4,,4.4,4,5,4.7,3.6,,,4.7,,,5,,4,4.9,,,4,,,,4.1,,,,,,4.1,,4,4.3,,,,,4.6,
714,,4.5,,,,4.2,4.7,,4.5,4.5,,4.9,4.1,,3.8,4.3,4.8,4.4,4.2,,,4.2,,,1.8,,4.3,4.4,,,4.1,,,,4.2,,,,,,4.2,,3.8,4.5,,,,,4.6,
715,,4,,,,4.4,4.5,,4.5,4.5,,4.3,4.2,,4.4,3.7,4.1,4.4,4.2,,,4.5,,,4.7,,4.3,4.8,,,4.3,,,,4.5,,,,,,3.8,,4.8,4.3,,,,,3.8,
716,,4.4,,,,3.9,4.4,,3.9,4.7,,4.7,4.6,,4.5,4.7,4.4,4.1,4.6,,,4.8,,,4.1,,4.5,4.2,,,4.5,,,,4,,,,,,4.2,,3.8,4.4,,,,,4.2,
717,,5,,,,4,4.7,,4,4.1,,4.5,4.4,,3.8,4.3,4.4,4.4,4.7,,,2.4,,,4.8,,4.2,4,,,4.7,,,,4.4,,,,,,3.9,,4.4,4.6,,,,,4.2,
718,,4.4,,,,4.4,4.3,,4.1,4.1,,3.9,4.5,,4.2,4.4,4.4,4.3,3.9,,,4.8,,,4.5,,3.6,4.6,,,3.8,,,,4.4,,,,,,3.7,,4.5,4.7,,,,,3.8,
719,,4.4,,,,4.6,4.5,,4.7,4.3,,5,4.4,,4.6,3.8,4.3,4.4,4.3,,,4.5,,,4.9,,3.7,4.8,,,3.7,,,,4.1,,,,,,4.2,,4.5,4.2,,,,,4.8,
720,,4,,,,4.8,4.3,,5,4.6,,4.1,4.1,,4.4,4.2,4.3,4.7,4.8,,,4.8,,,4.3,,4.2,4.3,,,4.4,,,,3.9,,,,,,4.8,,4.4,4.5,,,,,4.7,
721,,4.3,,,,4.5,4.4,,4.3,4.2,,4.3,4.8,,3.9,3.9,4.7,3.5,4.6,,,4.7,,,3.6,,4.1,4.1,,,4.3,,,,2.8,,,,,,4.2,,4,4.1,,,,,4.2,
722,,4.3,,,,5,3.6,,4,4.4,,4.2,4.3,,4.1,4.7,4.1,3.1,4.3,,,3.2,,,4.7,,4.6,4.5,,,4.3,,,,4.6,,,,,,4.6,,4.1,4.3,,,,,4.4,
723,,4.8,,,,4,4.6,,4.9,5,,4.9,4,,4.6,4.8,4.2,4.6,5,,,3.3,,,4.3,,4.2,4.2,,,4.2,,,,4.7,,,,,,4.3,,4,4,,,,,4.1,
724,,4.9,,,,4.3,3.5,,4.7,4.1,,4.4,4.4,,4.2,4.5,4.9,4.6,5,,,4.1,,,4.4,,4.2,4,,,4.3,,,,4.5,,,,,,4.1,,4.2,4.1,,,,,4,
725,,4.6,,,,4.3,4.8,,4.2,4.5,,1.8,3.6,,4,4.4,4.7,4.5,4.4,,,4.5,,,4.6,,4.2,3.9,,,4.4,,,,4.4,,,,,,4.3,,4.9,4,,,,,4.4,
726,,4.6,,,,4.1,4.6,,4.1,4.3,,4.1,4.6,,4.1,4.2,4.2,4.6,5,,,4.8,,,4,,4.3,4.8,,,4.3,,,,3.6,,,,,,3.9,,4.5,4.3,,,,,4.3,
727,,4.7,,,,4.7,4.5,,4.5,4.2,,4.2,4.5,,4.2,4.3,4,4.5,4.4,,,4.6,,,4.7,,4.5,4.2,,,4,,,,3.4,,,,,,4.4,,4.2,3.9,,,,,2.7,
728,,3.6,,,,4.3,4.9,,4.2,4.2,,4.6,4.4,,2.7,4.4,4.3,4.7,4.2,,,4.3,,,3.4,,4.2,4.2,,,4.5,,,,4.2,,,,,,4.4,,4.6,4.4,,,,,4.4,
729,,4.2,,,,3.6,4.7,,4.4,4.9,,4.5,4.1,,4.1,4.5,4.7,4.7,3.9,,,4.4,,,4.8,,4.4,4.4,,,4.4,,,,3.4,,,,,,4.1,,4.5,4.5,,,,,4.5,
730,,3.9,,,,3.8,4.8,,4,4.3,,4.9,4.2,,4,4.5,4.7,4.3,5,,,4.8,,,5,,4.6,4,,,4.1,,,,4,,,,,,4.3,,3.9,4.4,,,,,4.6,
731,,4.8,,,,4,4.5,,3.9,4.8,,3.9,4.1,,4.4,4.1,4.2,4.6,4.2,,,4.6,,,4.1,,4.7,4.5,,,4.8,,,,4.1,,,,,,4.7,,4.4,4.2,,,,,4.5,
732,,5,,,,4,4.6,,3.8,4.3,,4.7,4.7,,4.2,4.3,4.7,4.5,4.1,,,4.5,,,4.7,,3.7,4.2,,,4.1,,,,4.6,,,,,,4.7,,4.6,4.1,,,,,3.5,
733,,5,,,,4.2,4.4,,4,4.4,,4.4,4.4,,3.8,4.3,4.8,4.7,4.3,,,4,,,4.5,,4.3,4.7,,,4.2,,,,3.9,,,,,,4.5,,5,3.9,,,,,4.1,
734,,3.5,,,,3.5,4.4,,3.6,4.1,,5,4.3,,4.5,4.8,3.3,4.2,4.4,,,4.5,,,4.2,,3.8,4.1,,,4.5,,,,4.3,,,,,,4.8,,4.2,3.7,,,,,3.9,
735,,4.5,,,,4,4.3,,4,4.8,,3.4,4.6,,3.8,5,4.2,4.6,4.3,,,3.9,,,4.3,,4.2,4.1,,,4,,,,3.7,,,,,,4.6,,4.8,4.5,,,,,3.8,
736,,4.4,,,,4.1,4.2,,4.8,4.2,,4.9,5,,4.6,4.5,4.1,3.8,4,,,4.2,,,4.1,,4.4,4,,,4.1,,,,2.8,,,,,,4.8,,4.7,4,,,,,3.8,
737,,4.1,,,,4.2,3.8,,4.4,4.7,,4.7,4.5,,3.9,4.4,4.8,4.4,4.3,,,4.1,,,4.2,,4.2,4.3,,,4.4,,,,3.7,,,,,,4.6,,4.2,4.1,,,,,2.8,
738,,4.6,,,,3,4,,4.6,4.5,,4.5,3.8,,5,4.6,4.6,3.9,3.8,,,4.1,,,4.5,,4.8,4.1,,,5,,,,4.4,,,,,,4.3,,3.8,4.7,,,,,5,
739,,4.5,,,,3.5,4.7,,4.8,3.8,,4.3,4,,4.8,4.2,4.7,4.2,4.5,,,5,,,4.6,,4,4,,,4.5,,,,4.2,,,,,,4.9,,3.7,3.9,,,,,4.5,
740,,4.5,,,,4.1,4.7,,4.7,4.2,,4.8,4.4,,3.6,4.2,4.2,4.3,4,,,4.6,,,3.9,,3.8,4.1,,,4.1,,,,3.8,,,,,,4.2,,4.3,4.8,,,,,4.5,
741,,4.5,,,,4.1,4.2,,3.4,4.1,,3.9,4.2,,4.5,4.2,4.6,3.8,3.6,,,4.6,,,4.6,,3.8,4.3,,,4,,,,4.1,,,,,,5,,4.5,4.1,,,,,4.3,
742,,4.5,,,,3.9,4.8,,4.4,4.1,,4.6,4.4,,4.3,4.5,4.5,4.2,4.3,,,4.6,,,4.7,,3,4,,,3.8,,,,4.1,,,,,,4.5,,5,4.9,,,,,4.2,
743,,3.8,,,,4.1,4.2,,3.8,4.3,,4.7,4.1,,4.3,4.5,4.1,4.1,4.6,,,4.4,,,4.4,,4.6,3.9,,,4.3,,,,4.6,,,,,,4.2,,5,4,,,,,4.3,
744,,4.7,,,,3.8,4,,4.6,4.4,,4.6,4.2,,4.5,4.4,4.5,4.5,4.5,,,4.3,,,4.7,,4.3,4,,,4.7,,,,4.5,,,,,,3.9,,4.4,4.2,,,,,4.3,
745,,4,,,,4.1,4.2,,4.7,4.9,,4.4,4,,4.5,4.4,4.3,4.4,4.6,,,4,,,4.6,,3.8,4.4,,,5,,,,4.3,,,,,,4.2,,4.1,5,,,,,4.5,
746,,4.8,,,,3.9,4.5,,5,4.6,,3,4,,4.4,4.4,4.3,4.8,4.6,,,4.7,,,3.9,,4.6,4.5,,,3.5,,,,4.4,,,,,,3.8,,4.2,4.1,,,,,4.1,
747,,4.6,,,,3.8,4.9,,4.5,4.6,,4,3.7,,4.5,4.2,4.4,5,4.7,,,5,,,5,,3.8,4.3,,,4.3,,,,4.6,,,,,,3.8,,5,4.8,,,,,5,
748,,4,,,,4.7,4.6,,4.3,4.2,,5,4.1,,4.1,4.8,4.6,4.1,4.7,,,4.6,,,4,,4.4,4.3,,,4.5,,,,4.2,,,,,,4.5,,4.7,4.6,,,,,4.7,
749,,4.4,,,,3.9,4.9,,4.2,4.4,,4.6,4.1,,4.1,4.2,4.4,4.3,5,,,4.2,,,4.5,,4.8,3.6,,,4.4,,,,4.1,,,,,,4.6,,4,3.9,,,,,4.9,
750,,4.2,,,,4.4,4.8,,4.1,4.6,,4.4,4.3,,4,4.3,3.8,4.4,4.4,,,3,,,3.8,,4.1,4.4,,,4.4,,,,4.4,,,,,,3.8,,4.3,4,,,,,4.1,
751,,5,,,,4.3,4.8,,4.2,4.4,,4.3,3.2,,4,4.4,3.4,4,2.5,,,4.2,,,4.5,,4.2,4.2,,,4.3,,,,4.7,,,,,,4.1,,4.4,4.9,,,,,3.2,
752,,4.6,,,,3.9,5,,4.5,4.5,,3,4.1,,4.7,4.3,4.3,4.2,4.2,,,4.6,,,4.4,,4.2,4.6,,,4.8,,,,4.6,,,,,,3.1,,4.1,4.1,,,,,5,
753,,4.8,,,,4.6,4.8,,4.2,4.5,,4.9,4.3,,4.5,3.4,4.1,4.4,4.7,,,4.3,,,4.9,,4.3,4.4,,,4.3,,,,4.2,,,,,,4.4,,3,4.4,,,,,4,
754,,4.7,,,,5,4.5,,4.1,4.6,,3.4,4.4,,3.7,4.2,4,4,4,,,4.2,,,4.4,,4.1,4.4,,,4.5,,,,4.7,,,,,,3.5,,4.1,4.3,,,,,4.7,
755,,4.4,,,,4.6,4.8,,4.4,3.9,,3.6,4.8,,3.9,4.6,4.4,4.2,4.7,,,4.8,,,4.4,,4.8,4.4,,,4.3,,,,4,,,,,,4.6,,4.2,4,,,,,4.5,
756,,4.2,,,,4,4.8,,3.9,4.6,,4,4.5,,4,3.8,4.2,4.2,4.4,,,4.6,,,4.4,,2.9,4,,,3.8,,,,4.5,,,,,,3.9,,3.9,4.6,,,,,3.7,
757,,4.2,,,,3.9,4.8,,4.5,4.4,,4.9,4.4,,4.6,4.4,4.8,4.2,4.7,,,4.5,,,4.4,,4.4,4.2,,,4.5,,,,4.3,,,,,,4.4,,4.5,5,,,,,4.7,
758,,5,,,,4.4,3.6,,4.8,4.7,,4.4,4.2,,4.5,4,4.6,4.4,3.8,,,4.4,,,4.8,,4.6,4.3,,,4.6,,,,4,,,,,,4.2,,2.9,4,,,,,4.5,
759,,5,,,,4.1,4.5,,4.9,4.2,,4.6,4.3,,4.5,4,4.5,4.5,4.2,,,4.6,,,4,,4.2,4.4,,,3.6,,,,4,,,,,,4.9,,4.1,4.3,,,,,4.2,
760,,4,,,,4.2,4.8,,3.5,5,,3.8,3.6,,4.5,4.6,4.2,4.5,3.9,,,4,,,4.3,,4.9,4.7,,,4.1,,,,3.8,,,,,,4.2,,4.4,3.8,,,,,4.3,
761,,4.5,,,,4.3,4.9,,4.9,4.9,,3.5,4.3,,4.1,4.1,4.2,4.3,4.1,,,4.4,,,4.7,,4.1,4.2,,,3.8,,,,4.7,,,,,,4.3,,4.9,3.6,,,,,4.3,
